layer,taxonomy,mean_corr,std_corr,shuffle_corr,lexical_partial,complex_partial,noise_ceiling
28,ekman_basic_emotions,0.04663091950845007,0.017353029185351393,-0.0004217647693969306,0.039813277632707186,,0.999992290132366
28,plutchik_wheel,0.042522304751252786,0.010331606396016029,-0.002573286427965213,0.03256412051559466,,0.999992290132366
28,go_emotions,0.06506357037924734,0.005629182018418007,-0.0006092391779619111,0.028425999810311006,0.035413321928161046,0.999992290132366
29,ekman_basic_emotions,0.033704592512011466,0.016032204129151715,0.0016817816211297098,0.029775073833769507,,0.9999947000801565
29,plutchik_wheel,0.041337111403395,0.007264395443713154,0.0015344265394284418,0.03283747550192524,,0.9999947000801565
29,go_emotions,0.06051059693401238,0.004744728672138962,0.0004450421537077272,0.02883027882650534,0.03451206791630778,0.9999947000801565
30,ekman_basic_emotions,0.030651698991317266,0.013242742944992827,0.00038411009730854843,0.0263895803818451,,0.9999944882606268
30,plutchik_wheel,0.04158139067413586,0.009971097213026397,-0.00018815928226456003,0.03242781384896096,,0.9999944882606268
30,go_emotions,0.06231777649857225,0.005304640703693983,4.939294555558367e-06,0.028488072358074573,0.03514889806196334,0.9999944882606268
31,ekman_basic_emotions,0.03228403989097992,0.015365587733888686,0.0024135053010551437,0.029749119632421044,,0.9999964981032491
31,plutchik_wheel,0.040052444812657954,0.01134961676098043,0.0003639092014295316,0.033820147103766546,,0.9999964981032491
31,go_emotions,0.05560776985067324,0.005419894670298316,-2.8032621109161006e-05,0.029896351145594843,0.0284672496223644,0.9999964981032491
