taxonomy_a,taxonomy_b,mean_corr,std_corr,ci_low,ci_high,shuffle_mean,shuffle_ci_high
ekman_basic_emotions,plutchik_wheel,0.46984314251065756,0.02120504846474131,0.4285941348259742,0.5148808274678626,0.0003939397667808483,0.021870283661412717
ekman_basic_emotions,go_emotions,0.2603065485858467,0.014823946001247644,0.23207082588539985,0.28834671395467804,-0.0015471600717628109,0.014634042250348391
plutchik_wheel,go_emotions,0.34001490662600714,0.015377864077624882,0.31369722450106374,0.3731842607988998,-0.001017966262502838,0.012660305107195681
