taxonomy,layer,accuracy,macro_f1,mcc,imbalance_entropy,Anger_f1,Disgust_f1,Enjoyment_f1,Fear_f1,Neutral_f1,Sadness_f1,Surprise_f1,control_macro_f1,control_mcc,normalized_mcc,normalized_macro_f1,Admiration_f1,Amusement_f1,Annoyance_f1,Approval_f1,Caring_f1,Confusion_f1,Curiosity_f1,Desire_f1,Disappointment_f1,Disapproval_f1,Embarrassment_f1,Excitement_f1,Gratitude_f1,Grief_f1,Joy_f1,Love_f1,Nervousness_f1,Optimism_f1,Pride_f1,Realization_f1,Relief_f1,Remorse_f1,Anticipation_f1,Trust_f1
ekman_basic_emotions,0,0.401589103291714,0.30462614755357853,0.2477759117988522,0.7160115325254585,0.30204962243797195,0.14096916299559473,0.45567294441892514,0.3140794223826715,0.13001912045889102,0.5384615384615384,0.251131221719457,0.12637145601703959,0.004097798266167191,0.24468076595116414,0.20403945448469193,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,1,0.41362088535754826,0.31806386542275483,0.2564088024352094,0.7160115325254585,0.3053763440860215,0.1836734693877551,0.48360655737704916,0.3154981549815498,0.16334661354581673,0.5384361596832729,0.2365097588978186,0.12655946250172848,-0.002988507241956402,0.25862440875864395,0.21925293674774662,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,2,0.42633371169125994,0.33057862333081073,0.26710178917219984,0.7160115325254585,0.3026315789473684,0.2127659574468085,0.48581884720951507,0.33117483811285847,0.18292682926829268,0.5552334943639291,0.24349881796690306,0.1284167906486575,-0.0008653284665882418,0.267735438542303,0.23194782840367925,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,3,0.4301929625425653,0.33462687453546064,0.26761570012748725,0.7160115325254585,0.31057268722466963,0.26666666666666666,0.4927927927927928,0.32116788321167883,0.14799154334038056,0.55704270235819,0.24615384615384617,0.13102843735233743,0.00040837838146569414,0.2673164880207386,0.23429815880600366,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,4,0.4447219069239501,0.3499198039405197,0.28483850088803936,0.7160115325254585,0.3010752688172043,0.29508196721311475,0.5086859688195992,0.34654377880184334,0.17543859649122806,0.5703373647358371,0.25227568270481143,0.13286192576791167,0.00045626410344190354,0.2845120494197444,0.2503152434689574,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,5,0.46606129398410895,0.3621322358084556,0.3122847559964222,0.7160115325254585,0.3344262295081967,0.23255813953488372,0.5377777777777778,0.34900542495479203,0.2222222222222222,0.5908946195479147,0.26804123711340205,0.1289996354208206,-0.00483685700501421,0.3155951245126889,0.2676607380070066,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,6,0.4765039727582293,0.3724499713566156,0.3215795047341132,0.7160115325254585,0.3314917127071823,0.2774566473988439,0.5576668139637649,0.34953271028037386,0.2097902097902098,0.5958646616541353,0.2853470437017995,0.13632776046416772,0.002397273025151625,0.3199492373851628,0.2733933083450132,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,7,0.5012485811577753,0.40071791965623127,0.3541532356756307,0.7160115325254585,0.34310532030401736,0.3375,0.5777190664905328,0.40304182509505704,0.21967963386727687,0.6204081632653061,0.30357142857142855,0.12850146315646857,-0.004610081534086753,0.3571169788201498,0.31235446187402643,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,8,0.5060158910329171,0.40587910886052586,0.35578833071496274,0.7160115325254585,0.35294117647058826,0.3409090909090909,0.5856832971800434,0.3862745098039216,0.2600896860986547,0.6205191594561187,0.29473684210526313,0.1302707811034516,-0.00368751743008129,0.358155144805899,0.3168898109537435,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,9,0.5221339387060159,0.41712503323225364,0.37645728496290315,0.7160115325254585,0.3847045191193511,0.33519553072625696,0.6006944444444444,0.40651965484180247,0.2620689655172414,0.6380746683122493,0.29261744966442954,0.13287407940354964,0.0007092234233553263,0.3760147400006832,0.32780816151036374,,,,,,,,,,,,,,,,,,,,,,,,
