taxonomy,layer,accuracy,macro_f1,mcc,imbalance_entropy,Anger_f1,Disgust_f1,Enjoyment_f1,Fear_f1,Neutral_f1,Sadness_f1,Surprise_f1,control_macro_f1,control_mcc,normalized_mcc,normalized_macro_f1,Admiration_f1,Amusement_f1,Annoyance_f1,Approval_f1,Caring_f1,Confusion_f1,Curiosity_f1,Desire_f1,Disappointment_f1,Disapproval_f1,Embarrassment_f1,Excitement_f1,Gratitude_f1,Grief_f1,Joy_f1,Love_f1,Nervousness_f1,Nostalgia_f1,Optimism_f1,Pride_f1,Realization_f1,Relief_f1,Remorse_f1,Anticipation_f1,Trust_f1
ekman_basic_emotions,0,0.5836549375709421,0.3897606216420181,0.435722092462045,0.7485548241256249,0.26631853785900783,0.22695035460992907,0.7074202229911573,0.3123123123123123,0.48566413107080164,0.6666666666666666,0.06299212598425197,0.13443663340280035,-0.001229547256807534,0.4364150467952359,0.2949801228799414,,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,1,0.5872871736662884,0.3855353876985063,0.44064583694080933,0.7485548241256249,0.2613065326633166,0.18055555555555555,0.713953488372093,0.32919254658385094,0.5014442518775274,0.6631150109683485,0.04918032786885246,0.13521041938339326,-0.0036864344823663215,0.44270028582416004,0.28946344165782845,,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,2,0.5807037457434733,0.37677241730080363,0.43086968051240765,0.7485548241256249,0.23036649214659685,0.1897810218978102,0.7071401298205422,0.3267776096822995,0.4918793503480278,0.655748031496063,0.03571428571428571,0.1332663966967125,-0.0018438486119677737,0.4319171393065799,0.2809467865051535,,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,3,0.5845629965947786,0.36971260470239503,0.4338057246953135,0.7485548241256249,0.2144927536231884,0.14705882352941177,0.7010231148162183,0.3194029850746269,0.5067290813341135,0.6629178381755702,0.03636363636363636,0.1389329550245353,0.004454542904165631,0.43127230276720263,0.2680158891511585,,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,4,0.5970488081725313,0.3828747960668616,0.451454820165215,0.7485548241256249,0.2222222222222222,0.12857142857142856,0.72,0.3522388059701492,0.5135135135135135,0.6708503294634452,0.07272727272727272,0.13622138009984885,-0.002310487528623288,0.4527193053847797,0.285551656737608,,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,5,0.6088535754824064,0.40124826920858336,0.4668687998528857,0.7485548241256249,0.2742857142857143,0.15602836879432624,0.7286413248024087,0.36722306525037934,0.5392330383480826,0.6712543009071004,0.07207207207207207,0.1344246384488522,-0.004412138691682252,0.46921071579087514,0.3082615825403947,,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,6,0.623155505107832,0.418940164854212,0.48533164986116023,0.7485548241256249,0.26062322946175637,0.21768707482993196,0.7428133384438482,0.38006230529595014,0.551440329218107,0.688211757463835,0.09174311926605505,0.13506261029331404,-0.001379179243594227,0.48604049214643974,0.32820590014864004,,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,7,0.636322360953462,0.4272660550885342,0.5040369895044264,0.7485548241256249,0.2564102564102564,0.2127659574468085,0.7634285714285715,0.39940387481371087,0.5513513513513514,0.7049382716049383,0.10256410256410256,0.1350432984792427,0.0013103797144822526,0.5033862369033318,0.33784668769605314,,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,8,0.6308740068104427,0.42073484171558173,0.4974578487469571,0.7485548241256249,0.24719101123595505,0.21428571428571427,0.7579425113464447,0.364741641337386,0.5628318584070796,0.6973108192620388,0.10084033613445378,0.1323543503467491,-0.006602103646852167,0.5007539230919882,0.3323712756285726,,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,9,0.6429057888762769,0.4128223943079337,0.5116676621500318,0.7485548241256249,0.2222222222222222,0.18791946308724833,0.7689408217112702,0.3696682464454976,0.564042303172738,0.7187112763320942,0.05825242718446602,0.1401040351761156,0.0034660820003393797,0.5099691751283326,0.317152737410128,,,,,,,,,,,,,,,,,,,,,,,,,
