taxonomy,layer,accuracy,macro_f1,mcc,imbalance_entropy,Anger_f1,Disgust_f1,Enjoyment_f1,Fear_f1,Neutral_f1,Sadness_f1,Surprise_f1,control_macro_f1,control_mcc,normalized_mcc,normalized_macro_f1,Admiration_f1,Amusement_f1,Annoyance_f1,Approval_f1,Caring_f1,Confusion_f1,Curiosity_f1,Desire_f1,Disappointment_f1,Disapproval_f1,Embarrassment_f1,Excitement_f1,Gratitude_f1,Grief_f1,Joy_f1,Love_f1,Nervousness_f1,Optimism_f1,Pride_f1,Realization_f1,Relief_f1,Remorse_f1,Anticipation_f1,Trust_f1
ekman_basic_emotions,0,0.02547169811320755,0.007096858982783546,0.0,0.7087548312245161,0.04967801287948482,0.0,0.0,0.0,0.0,0.0,0.0,0.006840039354397241,0.0,0.0,0.0002585883831033216,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,1,0.42971698113207546,0.259336245965222,0.24808418423545162,0.7087548312245161,0.08296943231441048,0.023809523809523808,0.5930266627600351,0.3208137715179969,0.39977349943374857,0.3467680608365019,0.04819277108433735,0.1286833840898038,0.002300257949582368,0.24635059620316996,0.1499487780787187,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,2,0.4379716981132076,0.24929212302613984,0.23964886763031282,0.7087548312245161,0.09239130434782608,0.0,0.6062482409231635,0.2987755102040816,0.3793293018141836,0.35135135135135137,0.01694915254237288,0.1351498778442092,0.00445176154817534,0.23624882953727294,0.13197922074337118,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,3,0.4693396226415094,0.28363187983424515,0.27914378020333347,0.7087548312245161,0.15472779369627507,0.0,0.6363382640245604,0.3286770747740345,0.4055401662049862,0.36923076923076925,0.09090909090909091,0.1309377121064218,-0.009773579653980126,0.2861209341170494,0.17569991225591144,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,4,0.4662735849056604,0.2741672983574208,0.27306944242611825,0.7087548312245161,0.13714285714285715,0.0,0.6339161809603109,0.3116465863453815,0.4026770775237033,0.3787425149700599,0.05504587155963303,0.13481903889815436,-0.0013977986057436703,0.2740841266218135,0.16106255884526213,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,5,0.4849056603773585,0.2799258504359294,0.29115195495656504,0.7087548312245161,0.11688311688311688,0.0,0.6555403556771546,0.31993299832495814,0.4184055644729802,0.3893129770992366,0.0594059405940594,0.1337167223581682,-0.005154948182765687,0.294787289934779,0.16877750252292406,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,6,0.49528301886792453,0.282836484002899,0.30362962503070234,0.7087548312245161,0.10256410256410256,0.0,0.6706619449741215,0.3395918367346939,0.41401617250673856,0.3969465648854962,0.056074766355140186,0.14092447588369375,0.006831751295045696,0.2988394706764613,0.16519153920161325,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,7,0.5047169811320755,0.28627729667672874,0.3144569231061878,0.7087548312245161,0.07920792079207921,0.0,0.6894694317263668,0.3408146300914381,0.42320441988950275,0.39203675344563554,0.07920792079207921,0.14157073770807563,0.006508410736604878,0.30996589774645733,0.16857132593814472,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,8,0.522877358490566,0.3000745884207849,0.3389469831457307,0.7087548312245161,0.10714285714285714,0.0,0.7036637931034483,0.36511817440912797,0.45098039215686275,0.3959469992205768,0.07766990291262135,0.13755878377098849,0.00822789921442172,0.3334627820941402,0.18843696427263765,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,9,0.522877358490566,0.31466422115720155,0.3395169822687667,0.7087548312245161,0.13186813186813187,0.0,0.6922039384947397,0.36378334680679064,0.45093715545755236,0.41952707856598015,0.14432989690721648,0.13556190304629825,0.0017718926181726844,0.3383445999496434,0.20718929295465305,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,10,0.5424528301886793,0.32677393039909813,0.36170995325088107,0.7087548312245161,0.08823529411764706,0.05405405405405406,0.7191070954026043,0.3848101265822785,0.46590289143480634,0.4214618973561431,0.15384615384615385,0.13531154973674342,-0.004947627548862081,0.36485242688123637,0.22142354347865234,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,11,0.5759433962264151,0.35238345152142675,0.4083928505982856,0.7087548312245161,0.1588447653429603,0.0,0.7341301460823373,0.4272179155900086,0.5076086956521739,0.4820198928844682,0.1568627450980392,0.1375709378393858,0.0005336894078482307,0.40807694753492385,0.24907847277766645,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,12,0.5705188679245283,0.34156231949538896,0.3988405236370254,0.7087548312245161,0.16727272727272727,0.0,0.7394291754756871,0.41245791245791247,0.4737696051919957,0.48931116389548696,0.10869565217391304,0.13272348942421533,-0.00838560105575833,0.40383968619387917,0.2407984391650658,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,13,0.575,0.3448733473570997,0.40637920383382997,0.7087548312245161,0.15602836879432624,0.0,0.7452955208057249,0.4075666380051591,0.5013506212857914,0.4734375,0.13043478260869565,0.1349988242325975,-0.0005958782678897899,0.40673271891367935,0.24262917670407552,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,14,0.589622641509434,0.3500168002610877,0.4231379978892503,0.7087548312245161,0.19708029197080293,0.0,0.7635223412594722,0.3955669224211424,0.5154867256637168,0.48857368006304175,0.0898876404494382,0.13387449189438927,-0.007679993996821552,0.42753452926786073,0.24955079413310988,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,15,0.592688679245283,0.3709802888782745,0.4314226764174174,0.7087548312245161,0.13178294573643412,0.10810810810810811,0.7562268150503445,0.4201954397394137,0.5355371900826447,0.49607535321821034,0.14893617021276595,0.1355755203184039,0.0024003575791897414,0.43005460366560183,0.27232543049518926,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,16,0.6030660377358491,0.3857417495554375,0.4381758710759453,0.7087548312245161,0.18775510204081633,0.04878048780487805,0.7605997931747673,0.443307757885763,0.5287986834887548,0.4983922829581994,0.23255813953488372,0.1310103777307959,-0.00699819139616277,0.44208029992078934,0.29313511381120777,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,17,0.602122641509434,0.3805313917425207,0.4391533619421923,0.7087548312245161,0.15702479338842976,0.10810810810810811,0.7626236335242061,0.44352844187963725,0.5172031076581576,0.5179282868525896,0.15730337078651685,0.13622157731332002,-1.4675460609397248e-05,0.4391615925041497,0.2828385243397306,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,18,0.6068396226415095,0.3782778897122601,0.44230741249628175,0.7087548312245161,0.22413793103448276,0.08163265306122448,0.7639639639639639,0.44821731748726656,0.5295091009376723,0.5052461662631155,0.09523809523809523,0.1370183744762166,0.0004502245787005039,0.4420562124896113,0.2795650661618803,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,19,0.6056603773584905,0.36996897100685067,0.44408717521874524,0.7087548312245161,0.1606425702811245,0.0,0.7659019812304484,0.41496598639455784,0.5313852813852814,0.5410628019323671,0.17582417582417584,0.13879235750057597,0.006949755221356678,0.4401966791668523,0.26843307246478515,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,20,0.6103773584905661,0.3760521169817408,0.44817907306206434,0.7087548312245161,0.211864406779661,0.06451612903225806,0.76954945624029,0.4452054794520548,0.5283630470016207,0.5176282051282052,0.09523809523809523,0.13281191402078132,-0.0030981507119956903,0.44988341714491753,0.28049301748224026,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,21,0.6075471698113207,0.38662954519968035,0.4455753292950459,0.7087548312245161,0.21224489795918366,0.1,0.7648739932449987,0.4537671232876712,0.5221674876847291,0.5144644253322909,0.1388888888888889,0.13894503121497856,0.007477501681953098,0.44139838477767923,0.28765238337128846,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,22,0.6066037735849057,0.3745283524491371,0.44277481770626065,0.7087548312245161,0.20883534136546184,0.05555555555555555,0.7682392369167311,0.43609022556390975,0.5308848080133556,0.5044462409054163,0.11764705882352941,0.13753151559635265,0.00965107029334422,0.43734459080115223,0.2747889820190423,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,23,0.5964622641509434,0.3820066991323543,0.4304105150574993,0.7087548312245161,0.16988416988416988,0.125,0.7618059159314997,0.4161849710982659,0.5110619469026548,0.5142857142857142,0.17582417582417584,0.13667661737939032,0.0009072081861789637,0.4298933096009739,0.2841693931748575,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,24,0.6089622641509433,0.38522449194475433,0.4468035227271989,0.7087548312245161,0.16393442622950818,0.09523809523809523,0.7642487046632125,0.43478260869565216,0.5339858618814574,0.5336500395882818,0.17073170731707318,0.13585761947492414,-0.001376802582279989,0.44756411787625106,0.28857151100297646,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,25,0.6070754716981132,0.3844813940441259,0.44539676949814583,0.7087548312245161,0.19607843137254902,0.0975609756097561,0.7653936087295401,0.4392764857881137,0.5312157721796276,0.5189873417721519,0.14285714285714285,0.13585083401726877,-0.0032293231159246615,0.44718199745267123,0.2877171787166033,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,26,0.5971698113207548,0.3880654668515615,0.43063241290309995,0.7087548312245161,0.19008264462809918,0.11764705882352941,0.7552665799739922,0.4376068376068376,0.5169263836646965,0.49639711769415534,0.20253164556962025,0.13697042140843585,0.0028290020627957575,0.42901710110430297,0.29094604828365733,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,27,0.6018867924528302,0.35936950783575466,0.43477835229455747,0.7087548312245161,0.17424242424242425,0.0,0.7635239567233385,0.4335414808206958,0.5354077253218884,0.4838709677419355,0.125,0.13911129561389216,0.005986224548835053,0.4313744319600615,0.2558498108985257,,,,,,,,,,,,,,,,,,,,,,,,
