taxonomy,layer,norm_f1_mean,norm_f1_std,norm_f1_p2_5,norm_f1_p5,norm_f1_p16,norm_f1_p25,norm_f1_p75,norm_f1_p84,norm_f1_p95,norm_f1_p97_5
plutchik_wheel,12,0.25401380778339566,0.027317216650199296,0.2125383203116867,0.2161870982470174,0.22460330825821706,0.2304290654859745,0.2730032482871314,0.2824288799476395,0.3014023797226829,0.31049499684149456
plutchik_wheel,13,0.22855038582902112,0.00940007943969845,0.21033888282746308,0.2132956830935738,0.2192649949178156,0.22224906049719145,0.23472596237880683,0.23784178037121512,0.24419641757775334,0.24727611705766128
plutchik_wheel,14,0.23871178844332694,0.01015453595511373,0.21908077442375753,0.22215874633599636,0.22866158696946215,0.2316903928852423,0.24557889893721535,0.24898664813906923,0.25568427707783303,0.25872384106431945
plutchik_wheel,15,0.2729212394146235,0.024959906570235627,0.23341892128002492,0.23711806184096215,0.2464669910943064,0.25234457259636484,0.29028967841860864,0.2990031740547623,0.3165006311602505,0.3246022805262779
plutchik_wheel,16,0.2760579642939676,0.0251453436951372,0.23679676561680574,0.2403151633155967,0.24932577424615618,0.2550221874222002,0.2934020176517659,0.3021362068899668,0.319732488120446,0.32823620196847514
plutchik_wheel,17,0.26531175022747683,0.021739828226061183,0.2295848667336059,0.23337589800231906,0.24268080098811765,0.2482059043650114,0.27979985268054863,0.2873330707503959,0.30349269436288323,0.3111077824060364
plutchik_wheel,18,0.28993472427646366,0.02531188352293461,0.2493402553660882,0.25332031539212696,0.262765433401154,0.2697998689189555,0.30756183943425275,0.31592670564835007,0.3334992652957989,0.3428183369484143
plutchik_wheel,19,0.27251725179075925,0.021917584875155164,0.23688084524249153,0.24044453465208201,0.24977908989714215,0.25517620291525883,0.2874821424769889,0.2954191438665427,0.3105153134243803,0.31824806777119413
plutchik_wheel,20,0.2772223575925015,0.025217942067968305,0.23695209911303167,0.2408727491238352,0.25004651936641403,0.2562839442412628,0.2945109367673111,0.3030061144416945,0.3209550187971003,0.32877084904523796
plutchik_wheel,21,0.26105719297495983,0.022139867672958596,0.22544767725531936,0.22925616453067033,0.23774581161189004,0.24361671939097534,0.27604383187457204,0.28373327311944957,0.30001624198864413,0.30840176161623706
plutchik_wheel,22,0.2396836878582654,0.009634982969662106,0.2214087814096022,0.22408839955358967,0.2300455671792971,0.23313006997246535,0.2460678935969327,0.2491946444382215,0.25574690967090336,0.2588936344712276
plutchik_wheel,23,0.27251137575788215,0.025083365761164662,0.2328604614238642,0.2365831571564877,0.24578765221357904,0.2517801386399328,0.28974877972552654,0.2986630116837072,0.3158811139329976,0.32473829084447703
plutchik_wheel,24,0.2428833110138989,0.009625730091586635,0.224604231534563,0.22743953288771243,0.23332871173631087,0.23624569593950331,0.24928714416046963,0.2525502676833453,0.25911821055316875,0.2622242154061571
plutchik_wheel,25,0.2669926756763812,0.023948623868372564,0.22828619791435162,0.2322059912371359,0.2420292433583408,0.24789360225368406,0.2835071884820677,0.2914380192037189,0.3089684599807931,0.3174835548130234
plutchik_wheel,26,0.27088507082429175,0.027634628797862885,0.22753259463022932,0.23143266604746007,0.24094683087793153,0.24719526407755038,0.29050097715920065,0.2997926935038981,0.31766805345473087,0.32712390857954216
plutchik_wheel,27,0.26552427402142664,0.021625589552757868,0.23109556620509167,0.23452114378744515,0.2427702592525297,0.24817517695619212,0.2799114478187529,0.28781665092731995,0.3034239694204962,0.310862787176279
plutchik_wheel,28,0.26195000774276245,0.023903515090578434,0.22308284943670909,0.2270135633582182,0.23674301463675365,0.24294772380803062,0.27856415218626507,0.28662241780343467,0.3031343243461052,0.31117431563533376
plutchik_wheel,29,0.25180018381195424,0.02299222629840369,0.21568861163499944,0.2190375632424745,0.22724049936295806,0.23278840440566512,0.26757826350667513,0.27553067806233217,0.2922664434381265,0.3004662741919727
plutchik_wheel,30,0.2784341561104628,0.03031433690018088,0.23166050913896916,0.23556580777300637,0.24515556890083395,0.2516737117690794,0.3004152145087534,0.3098532585962711,0.3292588116593187,0.3387200710592905
plutchik_wheel,31,0.26955957581592477,0.0236283736961308,0.23161469791850645,0.23535318662638546,0.2444973773925729,0.2504662553640919,0.2861505764544832,0.2942742759788711,0.3109237060197276,0.31883288839775487
