layer,taxonomy,mean_corr,std_corr,shuffle_corr,lexical_partial,complex_partial,noise_ceiling
6,plutchik_wheel,0.014121775561855496,0.014022749434714788,0.00301503632007754,0.012881438962318257,,0.9998324970923561
6,go_emotions,0.04225019416288242,0.010203357747035466,0.0030266934245399097,0.035886892834800815,0.036324453876614295,0.9998324970923561
7,ekman_basic_emotions,0.017075198438190543,0.015530850420665031,-0.003052725217705891,0.015670479395681926,,0.9999158030860655
7,plutchik_wheel,0.01723190197516933,0.01622088598352001,-0.0020760236601708045,0.01626275166044977,,0.9999158030860655
7,go_emotions,0.04910931089207481,0.00914849036407816,-0.0011936312742286336,0.042135559770853766,0.04095421699706126,0.9999158030860655
8,ekman_basic_emotions,0.023428486065887467,0.015651189447622824,-0.002878930255594958,0.021984605566086883,,0.9999270227705075
8,plutchik_wheel,0.023576683277598556,0.016387775447594295,0.0007169536538103108,0.022678279984190138,,0.9999270227705075
8,go_emotions,0.0528509158383625,0.012063571064734943,-0.0010791270786958582,0.04634341414380518,0.043199365724729516,0.9999270227705075
9,ekman_basic_emotions,0.03283085672234427,0.012978678622835256,-0.0030132834855627483,0.031180123368291186,,0.9999637114322123
9,plutchik_wheel,0.03691804012875531,0.014106025486751834,0.0031063136929567396,0.0356858751982308,,0.9999637114322123
9,go_emotions,0.0681956829275857,0.010089522298615832,0.00036917594079520966,0.05953374927285162,0.05299795929091542,0.9999637114322123
10,ekman_basic_emotions,0.04676194990008775,0.013723189731219176,0.0017445401066986676,0.044256544933831056,,0.9999719354997398
10,plutchik_wheel,0.047122241085748424,0.01582517325332275,-0.002378810982928389,0.045450519257485736,,0.9999719354997398
10,go_emotions,0.08419263016952053,0.011579208121788035,-0.0005064778242877073,0.07337131951163155,0.06363049343196589,0.9999719354997398
11,ekman_basic_emotions,0.06359244202937067,0.015783880380843093,-0.0011010682393932947,0.06106608759162262,,0.9999769058389607
11,plutchik_wheel,0.059645051250695025,0.013518121718357447,-0.004226470770703474,0.05876253827620111,,0.9999769058389607
11,go_emotions,0.09105599318693677,0.012163534833333508,-0.0012187211237462679,0.08036543607583962,0.0653214997006663,0.9999769058389607
12,ekman_basic_emotions,0.07771225812745239,0.01592468197022499,0.0020684256004397557,0.07540375266024682,,0.9999852307652748
12,plutchik_wheel,0.06188363455514795,0.013982604456738325,-0.0014701913713599606,0.06084163866699848,,0.9999852307652748
12,go_emotions,0.0983269624264449,0.011951069285390284,-0.002253756364203668,0.08733591719369815,0.0690170165341964,0.9999852307652748
13,ekman_basic_emotions,0.08809652057719367,0.015836730961426064,0.0005462208445219109,0.08493143627026932,,0.999990991164953
13,plutchik_wheel,0.06246629649983602,0.015185038737733246,-0.005135257195700877,0.06122128977302601,,0.999990991164953
13,go_emotions,0.09769836336355726,0.010738767637130626,0.0009341246483631215,0.08526066782880276,0.06629569013142998,0.999990991164953
14,ekman_basic_emotions,0.10065692650668646,0.01825032933851047,-0.005444253199971358,0.0966327978078324,,0.9999936930269178
14,plutchik_wheel,0.06431905073368782,0.016645295229744266,0.0027843609791164143,0.06270515840378076,,0.9999936930269178
14,go_emotions,0.09947142181984074,0.010280241994578351,0.0022226117139031477,0.08604576704330844,0.06457709083298588,0.9999936930269178
15,ekman_basic_emotions,0.10237187965643747,0.016428178737383014,0.0026396346758674407,0.09821620972238992,,0.9999955016484724
15,plutchik_wheel,0.06494735910845134,0.017304973706303947,-0.0010401874060500936,0.06331286798816488,,0.9999955016484724
15,go_emotions,0.1034052151650382,0.012683508160583425,-0.001311935501367863,0.09002054605331855,0.06681462659686047,0.9999955016484724
16,ekman_basic_emotions,0.1047657170869969,0.01806706565748231,-0.0015303233927333717,0.10082331487672738,,0.9999969507260421
16,plutchik_wheel,0.06868947537243274,0.015846480221806774,-0.001700722923297923,0.06738104716115964,,0.9999969507260421
16,go_emotions,0.10779614436923472,0.01104916762677935,0.0023415051478636257,0.09456926541299868,0.07087154840235872,0.9999969507260421
17,ekman_basic_emotions,0.10516977053283391,0.019790097088388588,8.803978838298185e-05,0.10105287787499587,,0.9999972598269544
17,plutchik_wheel,0.07133541072040273,0.016740663226583175,0.004638217051899788,0.06969134828283179,,0.9999972598269544
17,go_emotions,0.1081611947194376,0.01214303686603674,0.00016993528011852388,0.09459091606638755,0.07113750576054619,0.9999972598269544
18,ekman_basic_emotions,0.11278513892955715,0.015610969082866346,0.00019267236617565643,0.10875246415862957,,0.9999977650317302
18,plutchik_wheel,0.07670824769348643,0.016976539664196273,0.0008903096184738074,0.07511303279582524,,0.9999977650317302
18,go_emotions,0.11252260808784646,0.008477620558373063,0.00029527268680157293,0.09856923222163964,0.0729588398579796,0.9999977650317302
19,ekman_basic_emotions,0.11095785749228025,0.018177262728371137,0.0016169088505535683,0.10683592379249726,,0.9999982376687515
19,plutchik_wheel,0.07072760911601121,0.016657824517501082,-0.0031085052241203613,0.06930893183932355,,0.9999982376687515
19,go_emotions,0.11059863339169126,0.015562517239209957,-0.002244805233625452,0.0971488660857133,0.07207998164449284,0.9999982376687515
20,ekman_basic_emotions,0.10996462222595305,0.01808691899852337,0.002813370270027577,0.10599667397194851,,0.999998479457631
20,plutchik_wheel,0.07532956605047111,0.01696436109552813,-0.0025053245763347752,0.07420842721440797,,0.999998479457631
20,go_emotions,0.11420985298187787,0.010250017004863646,-0.0005000967925150857,0.10009995504363783,0.07596300786181627,0.999998479457631
21,ekman_basic_emotions,0.1091449355960339,0.01529762435478839,-0.0002441022119412848,0.10522571888105137,,0.9999987408102691
21,plutchik_wheel,0.07797559450495223,0.017818711353591227,-0.00370610552344435,0.07638084836415673,,0.9999987408102691
21,go_emotions,0.11644534337082268,0.010648039710060377,-0.0009245774388799452,0.10192645776471221,0.07690606630977653,0.9999987408102691
22,ekman_basic_emotions,0.1196994781250359,0.015467462412700047,-0.0038274004477564395,0.11611755116095479,,0.9999989897212538
22,plutchik_wheel,0.08280318934412124,0.017344548944901034,-0.00033590640545071225,0.08149749507032833,,0.9999989897212538
22,go_emotions,0.12048502547437145,0.010658185301301536,0.0002643224798058901,0.10662017238299387,0.07774148067681243,0.9999989897212538
23,ekman_basic_emotions,0.11121124278412702,0.018180610503853875,0.0016511426703082826,0.10722198474199902,,0.9999991126443772
23,plutchik_wheel,0.07845500858972562,0.016160715518438392,0.0013227752729685098,0.07699315271912903,,0.9999991126443772
23,go_emotions,0.1167994809083822,0.014130675802371711,0.00250531161984946,0.10271883178979334,0.07768384750968076,0.9999991126443772
24,ekman_basic_emotions,0.11491125231223327,0.01447169602769522,-0.00135535715869082,0.11142832638306814,,0.9999992154218765
24,plutchik_wheel,0.0804753553066264,0.014654187180865585,0.003541732334544745,0.07920759093330404,,0.9999992154218765
24,go_emotions,0.11557991621657161,0.012940451759795702,0.0021887907114145535,0.10182400446410547,0.0744657004320969,0.9999992154218765
25,ekman_basic_emotions,0.11471337106770411,0.020248431046206286,-0.0009995893606415452,0.11111022190698057,,0.9999993090731526
25,plutchik_wheel,0.07599440826201967,0.015439238147308637,-0.0018785030891377088,0.074973807110344,,0.9999993090731526
25,go_emotions,0.1137815931263078,0.012169973197205678,-0.00040299388968565727,0.1003534895129295,0.07347465093928096,0.9999993090731526
26,ekman_basic_emotions,0.10745986139105353,0.01630047977281978,0.0034877071871221256,0.10411734012308967,,0.9999993823966649
26,plutchik_wheel,0.07144728937915293,0.01650828423065394,0.0017824367931612987,0.07047912429609361,,0.9999993823966649
26,go_emotions,0.10970732979963362,0.012380415617355384,-0.0003591381248203828,0.09753018377215167,0.07239577654988039,0.9999993823966649
27,ekman_basic_emotions,0.10112446309848412,0.018459489256839774,-0.005081819447537392,0.09903082583377885,,0.9999994453743405
27,plutchik_wheel,0.06086050393017512,0.01905973463235521,0.0018494319668122202,0.060693867354483386,,0.9999994453743405
27,go_emotions,0.10210724808519106,0.011372946829363436,0.0004885800765934815,0.0910825005637736,0.06826744683928096,0.9999994453743405
28,ekman_basic_emotions,0.10289935734115593,0.022499725592243888,-0.004222139425848167,0.10040761578010626,,0.9999994926977895
28,plutchik_wheel,0.06854576992738379,0.016599326163056913,-0.0017057517966610858,0.06797998650921079,,0.9999994926977895
28,go_emotions,0.1083846999930025,0.01158578628316261,0.0019484372121284454,0.09633721356702514,0.07238834283843111,0.9999994926977895
29,ekman_basic_emotions,0.10521879419102524,0.01756198069723709,0.002183151215900043,0.10197991668802936,,0.9999995416611699
29,plutchik_wheel,0.06125153995903423,0.018020757876389234,0.005092730416332161,0.06070514354427298,,0.9999995416611699
29,go_emotions,0.1044931774186785,0.013252048779353126,0.0007396879105557113,0.09280004701019033,0.06958188099639123,0.9999995416611699
30,ekman_basic_emotions,0.09659533857252628,0.015703857627358694,0.0013088188516623708,0.09376561656177415,,0.999999577831973
30,plutchik_wheel,0.06127211018971784,0.016033885887666476,0.0020953670178145843,0.06065163411240066,,0.999999577831973
30,go_emotions,0.09946153134711645,0.012937561379379412,-0.00067907133085072,0.08868152290757271,0.06720756838259093,0.999999577831973
31,ekman_basic_emotions,0.11249746815442066,0.018985716958700348,-0.0014022535893044427,0.1088429675288935,,0.9999995600778585
31,plutchik_wheel,0.08292263192584817,0.01582032847504698,-0.0016171525821372405,0.08148646142698754,,0.9999995600778585
31,go_emotions,0.11804861516195153,0.012375287317088379,-0.0018500255667351973,0.10412568701223282,0.07755352322075235,0.9999995600778585
