slot,taxonomy,layer,macro_f1,control_f1,normalized_f1
last_token_activation,ekman_basic_emotions,0,0.27774858846089373,0.1225380927445166,0.17688573650090744
last_token_activation,ekman_basic_emotions,1,0.2929336013073804,0.12762144815493123,0.18949589350038032
last_token_activation,ekman_basic_emotions,2,0.3011715526122477,0.1207507898487568,0.20519866345112325
last_token_activation,ekman_basic_emotions,3,0.3049649216387194,0.1271220428715116,0.2037431204612596
last_token_activation,ekman_basic_emotions,4,0.3127363323900984,0.12767466483224582,0.21214753268889516
last_token_activation,ekman_basic_emotions,5,0.3310608525088508,0.13082538934102106,0.23037426624325572
last_token_activation,ekman_basic_emotions,6,0.34164851307667565,0.13423949450805228,0.23956858421344612
last_token_activation,ekman_basic_emotions,7,0.3549682605596282,0.13655415015654057,0.25295634977304665
last_token_activation,ekman_basic_emotions,8,0.3744566755581796,0.13186439375408235,0.27944053908022504
last_token_activation,ekman_basic_emotions,9,0.39057151959775555,0.13323162051062165,0.2968958088188858
last_token_activation,ekman_basic_emotions,10,0.41147218085377407,0.13621014996927663,0.3186678228213805
last_token_activation,ekman_basic_emotions,11,0.430447841375124,0.1360934869652751,0.340724777471399
last_token_activation,ekman_basic_emotions,12,0.426137648175542,0.13925081937962527,0.3332989856454426
last_token_activation,ekman_basic_emotions,13,0.4512040327748275,0.13550056428788115,0.3651864367347912
last_token_activation,ekman_basic_emotions,14,0.4596266124696009,0.13898949612070496,0.37239628890038023
last_token_activation,ekman_basic_emotions,15,0.4652208497755611,0.13142574517903585,0.3843023238874714
last_token_activation,ekman_basic_emotions,16,0.46595578966522505,0.12874386650448597,0.38704108952189703
last_token_activation,ekman_basic_emotions,17,0.47005331503530456,0.12861482864985616,0.3918341711695827
last_token_activation,ekman_basic_emotions,18,0.4654323628383446,0.13410062149388222,0.38264462311555003
last_token_activation,ekman_basic_emotions,19,0.4678058655159934,0.1310311007725134,0.3875567526557887
last_token_activation,ekman_basic_emotions,20,0.46839664638105666,0.1321236744452929,0.38746646501831167
last_token_activation,ekman_basic_emotions,21,0.4845121332894176,0.1354683872677586,0.40373740055444696
last_token_activation,ekman_basic_emotions,22,0.47594225554254077,0.13710527860524888,0.39267475919844347
last_token_activation,ekman_basic_emotions,23,0.47439766006201906,0.1341720427776952,0.3929482923787937
last_token_activation,ekman_basic_emotions,24,0.4765435262790034,0.1397307532907842,0.3915201831015437
last_token_activation,ekman_basic_emotions,25,0.4727075046290607,0.13089514598061164,0.3932924284885236
last_token_activation,ekman_basic_emotions,26,0.4770656860288964,0.13421338740168934,0.39600092405942106
last_token_activation,ekman_basic_emotions,27,0.4963575033868371,0.14049007459690335,0.4140352755356926
last_token_activation,ekman_basic_emotions,28,0.48601169452791904,0.1317025552868711,0.4080504225808309
last_token_activation,ekman_basic_emotions,29,0.4787733264117958,0.13306732459416012,0.39876914508476596
last_token_activation,ekman_basic_emotions,30,0.4695083019003848,0.13476995199949504,0.3868778606041828
last_token_activation,ekman_basic_emotions,31,0.4714228212270872,0.13276160350247396,0.3905053317430916
last_token_activation,go_emotions,0,0.12440491965291264,0.025226505465445765,0.10174508718543246
last_token_activation,go_emotions,1,0.13803544740247267,0.023956813209441485,0.1168786747727285
last_token_activation,go_emotions,2,0.14939557935551345,0.024504630546657802,0.12802823336705668
last_token_activation,go_emotions,3,0.14689294875533765,0.025714191923845844,0.124377011167569
last_token_activation,go_emotions,4,0.15997491390926488,0.028161219458614994,0.13563329339174965
last_token_activation,go_emotions,5,0.1714940373206207,0.028392962050445152,0.1472828722733123
last_token_activation,go_emotions,6,0.1873659993882034,0.03154182974620979,0.16089922562288772
last_token_activation,go_emotions,7,0.20658278284343667,0.02637825384846874,0.18508679546987183
last_token_activation,go_emotions,8,0.20518999709124885,0.028249847729129196,0.1820839944800939
last_token_activation,go_emotions,9,0.21987277679048028,0.029723204360495924,0.19597456445885406
last_token_activation,go_emotions,10,0.24661632483122187,0.029066731475932684,0.22406235362188187
last_token_activation,go_emotions,11,0.25439724989046286,0.029659416935097216,0.231607166470882
last_token_activation,go_emotions,12,0.2509233531802188,0.03154863905115468,0.22652114806687926
last_token_activation,go_emotions,13,0.2632174244368899,0.0286181496310389,0.2415108689921918
last_token_activation,go_emotions,14,0.2727834220874409,0.028522600629209277,0.2514323252568049
last_token_activation,go_emotions,15,0.27425378722798077,0.030865061483737948,0.2511401829314595
last_token_activation,go_emotions,16,0.2885235961314127,0.02641093622065938,0.269223093872139
last_token_activation,go_emotions,17,0.29326594009230755,0.02721804215416961,0.27349180953899027
last_token_activation,go_emotions,18,0.2989380851606904,0.030126767873338216,0.27716129116990257
last_token_activation,go_emotions,19,0.2923400035099076,0.02879043767600678,0.2713622024100101
last_token_activation,go_emotions,20,0.2947627828330977,0.02849432120987594,0.274078131951655
last_token_activation,go_emotions,21,0.2975836367834142,0.02868653451326766,0.27683864357362764
last_token_activation,go_emotions,22,0.2919176740707029,0.030933516325560514,0.2693150182591814
last_token_activation,go_emotions,23,0.29216889227620585,0.030181493699553395,0.27014064680622785
last_token_activation,go_emotions,24,0.29582501694019975,0.031091502548274762,0.2732286021726371
last_token_activation,go_emotions,25,0.29960580591695873,0.03146643887852136,0.2768508782782447
last_token_activation,go_emotions,26,0.30230729972384957,0.029294237520420447,0.2812521288696609
last_token_activation,go_emotions,27,0.3006248380150931,0.028183550221506936,0.2803423299283357
last_token_activation,go_emotions,28,0.2910869950418982,0.031825899447182594,0.26778354786260056
last_token_activation,go_emotions,29,0.296154214354244,0.030293466533772313,0.27416619218821725
last_token_activation,go_emotions,30,0.2938622102313515,0.031268714562428045,0.2710694901840721
last_token_activation,go_emotions,31,0.28865060001484427,0.032481098123637205,0.2647695062023113
last_token_activation,plutchik_wheel,0,0.2538586060983018,0.09717266917133893,0.1735502809636351
last_token_activation,plutchik_wheel,1,0.27319345499010605,0.09347234582025538,0.19825220812758118
last_token_activation,plutchik_wheel,2,0.2707083216421721,0.09737008604301127,0.19203688346564213
last_token_activation,plutchik_wheel,3,0.2534897674905235,0.10210245487428321,0.1686019896568981
last_token_activation,plutchik_wheel,4,0.28490173058451185,0.10620896932096185,0.19992677832959688
last_token_activation,plutchik_wheel,5,0.3104099401912738,0.10830309143345847,0.2266541992196819
last_token_activation,plutchik_wheel,6,0.3230807372718108,0.10699745943302891,0.24197386683982972
last_token_activation,plutchik_wheel,7,0.33078666750193725,0.10546370053435926,0.25188800845999954
last_token_activation,plutchik_wheel,8,0.33389218891291417,0.10616918373756629,0.2547719333817275
last_token_activation,plutchik_wheel,9,0.35182050234435747,0.10103267749440054,0.2789732380382434
last_token_activation,plutchik_wheel,10,0.3800708901147768,0.10984798133732214,0.30356939389232046
last_token_activation,plutchik_wheel,11,0.393723978181187,0.10413033694588326,0.32325421116286895
last_token_activation,plutchik_wheel,12,0.38747579065220317,0.09996162761657634,0.31944656123299536
last_token_activation,plutchik_wheel,13,0.4073356009192351,0.10535113359264019,0.33754524111708034
last_token_activation,plutchik_wheel,14,0.40696482042754334,0.10691935292692663,0.33596682279922535
last_token_activation,plutchik_wheel,15,0.426507113362598,0.10808879960477592,0.3570067441879017
last_token_activation,plutchik_wheel,16,0.4227843188297936,0.10474972371186216,0.35524657578052676
last_token_activation,plutchik_wheel,17,0.4295018882921372,0.1033605715827169,0.3637374248477046
last_token_activation,plutchik_wheel,18,0.4236520859195846,0.10353306625821818,0.3570896009797205
last_token_activation,plutchik_wheel,19,0.413895175581111,0.10764831780861063,0.3431907664704971
last_token_activation,plutchik_wheel,20,0.42230077589816983,0.10527233998674113,0.3543295352093292
last_token_activation,plutchik_wheel,21,0.44836290379259036,0.10808967570567223,0.38151058331580534
last_token_activation,plutchik_wheel,22,0.4511392166637766,0.10430618114205582,0.3872227632026654
last_token_activation,plutchik_wheel,23,0.4525080261353943,0.10225725454623576,0.39014603388649416
last_token_activation,plutchik_wheel,24,0.4454417758042093,0.10604118291554754,0.37966021074167505
last_token_activation,plutchik_wheel,25,0.44215906839144786,0.10329696174875014,0.37789780137641393
last_token_activation,plutchik_wheel,26,0.45047292125506416,0.10739882521666001,0.38435317556206233
last_token_activation,plutchik_wheel,27,0.44878194395941357,0.10222138179074437,0.3860200667954562
last_token_activation,plutchik_wheel,28,0.43834829135966197,0.10411340894151944,0.3730772240080606
last_token_activation,plutchik_wheel,29,0.4448092162990348,0.11327443698481937,0.37388657003061904
last_token_activation,plutchik_wheel,30,0.43953200470233605,0.10465816484697489,0.3740178630189072
last_token_activation,plutchik_wheel,31,0.4372650708871486,0.10738346671839379,0.36956698858801273
last_token_component_activation,ekman_basic_emotions,0,0.26405652284789455,0.11152973756234008,0.17167348389024625
last_token_component_activation,ekman_basic_emotions,1,0.2912797137239266,0.1188821698545413,0.19565776332198967
last_token_component_activation,ekman_basic_emotions,2,0.2989911832017994,0.12306008806904689,0.20061932720722678
last_token_component_activation,ekman_basic_emotions,3,0.28977107333866386,0.11884545917244872,0.19397915603508945
last_token_component_activation,ekman_basic_emotions,4,0.31271472846649784,0.13126453294346296,0.20886702846129587
last_token_component_activation,ekman_basic_emotions,5,0.33265230148462255,0.1280989101225749,0.23460618840470135
last_token_component_activation,ekman_basic_emotions,6,0.34275484808016615,0.13866676275414855,0.23694439794126335
last_token_component_activation,ekman_basic_emotions,7,0.34429441867086136,0.12443747578483551,0.25110364686188563
last_token_component_activation,ekman_basic_emotions,8,0.37813659355923296,0.12644305770752254,0.28812493343729884
last_token_component_activation,ekman_basic_emotions,9,0.3862944868973113,0.13459609480923207,0.29084499223815646
last_token_component_activation,ekman_basic_emotions,10,0.4029818338013265,0.13189953683406988,0.31227065123157466
last_token_component_activation,ekman_basic_emotions,11,0.41847739084290014,0.13197880299452125,0.33005943730032045
last_token_component_activation,ekman_basic_emotions,12,0.43941830106409824,0.1291114142738122,0.35631066002723827
