slot,taxonomy,layer,macro_f1,control_f1,normalized_f1
last_token_activation,ekman_basic_emotions,0,0.28403809869593105,0.1250232896882156,0.1817360475241141
last_token_activation,ekman_basic_emotions,1,0.27800244996232254,0.1306393457546641,0.16950744606170337
last_token_activation,ekman_basic_emotions,2,0.27692432088148466,0.13302965672082046,0.16597414810800237
last_token_activation,ekman_basic_emotions,3,0.29260262951847904,0.13130374380698606,0.18567926886017833
last_token_activation,ekman_basic_emotions,4,0.29331929318132893,0.13084581422364183,0.186932861414641
last_token_activation,ekman_basic_emotions,5,0.2996336307309028,0.13449175573825137,0.19080335292878958
last_token_activation,ekman_basic_emotions,6,0.304193645659575,0.13229353389548884,0.1981085983325859
last_token_activation,ekman_basic_emotions,7,0.3108216528048375,0.1328931029231132,0.20519794097076274
last_token_activation,ekman_basic_emotions,8,0.3112513806467749,0.12839793630632781,0.2097900543804949
last_token_activation,ekman_basic_emotions,9,0.3165748615013134,0.1393472571683658,0.20592231397514746
last_token_activation,ekman_basic_emotions,10,0.32281652862842086,0.1324652569172866,0.21941630952408506
last_token_activation,ekman_basic_emotions,11,0.3449483252436106,0.13174699764881684,0.24555207643101243
last_token_activation,ekman_basic_emotions,12,0.3474524334088286,0.1384062446317779,0.24262732578384338
last_token_activation,ekman_basic_emotions,13,0.35339984128696794,0.1351169705387417,0.25238426852264195
last_token_activation,ekman_basic_emotions,14,0.36051253468165756,0.13975305580239317,0.25662338049358285
last_token_activation,ekman_basic_emotions,15,0.35257329281872307,0.13754395762096036,0.2493220809313546
last_token_activation,ekman_basic_emotions,16,0.3612939061787726,0.1376062451291901,0.25937996395056434
last_token_activation,ekman_basic_emotions,17,0.37760186830805836,0.13440761627265677,0.2809570146495263
last_token_activation,ekman_basic_emotions,18,0.36607223641057457,0.14126282681375457,0.26179070455595926
last_token_activation,ekman_basic_emotions,19,0.3846259750306639,0.13740113472452017,0.2866046435467892
last_token_activation,ekman_basic_emotions,20,0.3860642543746763,0.1358920861242213,0.2895149601493164
last_token_activation,ekman_basic_emotions,21,0.3720564614058236,0.13274011246064896,0.27594536814584997
last_token_activation,ekman_basic_emotions,22,0.3757803406492754,0.1335285305557411,0.2795842894272223
last_token_activation,ekman_basic_emotions,23,0.3871177018377236,0.13794410829984977,0.28904575206423405
last_token_activation,ekman_basic_emotions,24,0.3821183338259634,0.13374268258697988,0.2867227165026777
last_token_activation,ekman_basic_emotions,25,0.3728384432669275,0.13421143166150784,0.27561811316515916
last_token_activation,ekman_basic_emotions,26,0.36280316492496123,0.1355838673068039,0.2628586962048329
last_token_activation,ekman_basic_emotions,27,0.37533923385407847,0.13312553683593012,0.27941034983782365
last_token_activation,ekman_basic_emotions,28,0.3663054599145775,0.13310815013363916,0.2690039245574726
last_token_activation,ekman_basic_emotions,29,0.3682003624214776,0.13564378358371285,0.2690517802972125
last_token_activation,ekman_basic_emotions,30,0.3680853780838357,0.13582598758583317,0.26876460893467496
last_token_activation,ekman_basic_emotions,31,0.3761040083355468,0.13870633198641102,0.2756291903279037
