slot,taxonomy,layer,macro_f1,control_f1,normalized_f1
last_token_activation,ekman_basic_emotions,0,0.3043542224708893,0.12273155582084033,0.20703202976825322
last_token_activation,ekman_basic_emotions,1,0.31947452005573707,0.1338532712612961,0.21430693280426685
last_token_activation,ekman_basic_emotions,2,0.3291444098831789,0.12916205709665987,0.22964359145834362
last_token_activation,ekman_basic_emotions,3,0.33433696442502253,0.13197489222733663,0.23312928437858588
last_token_activation,ekman_basic_emotions,4,0.3488534619248749,0.13368367266717315,0.24837323558261468
last_token_activation,ekman_basic_emotions,5,0.3639970212113696,0.13068279062867608,0.2683879118779008
last_token_activation,ekman_basic_emotions,6,0.37233959899081703,0.1318333460009095,0.2770277479353169
last_token_activation,ekman_basic_emotions,7,0.40116447360207635,0.13566126953341784,0.3071749474020864
last_token_activation,ekman_basic_emotions,8,0.405289758432004,0.12708803655051001,0.31870536036890024
last_token_activation,ekman_basic_emotions,9,0.41665840809976074,0.13252056106693744,0.3275441863870485
last_token_activation,ekman_basic_emotions,10,0.41455913830471774,0.12909875835977716,0.3277758330064097
last_token_activation,ekman_basic_emotions,11,0.43080679097048086,0.12912111875084945,0.3464151889719804
last_token_activation,ekman_basic_emotions,12,0.4388818523860195,0.13342242111007183,0.35248942358656016
last_token_activation,ekman_basic_emotions,13,0.4447122741490996,0.1359934128333701,0.3573107727432069
last_token_activation,ekman_basic_emotions,14,0.44798814851866725,0.13452447013413413,0.36218664487615815
last_token_activation,ekman_basic_emotions,15,0.4533445854625491,0.1360866274464151,0.3672335306934444
last_token_activation,ekman_basic_emotions,16,0.4588230743842514,0.13413991811148152,0.37498339866252617
last_token_activation,ekman_basic_emotions,17,0.4607205927941672,0.13407412071442862,0.3772222079206559
last_token_activation,ekman_basic_emotions,18,0.47182311829417045,0.1297965202968768,0.39304209414788677
last_token_activation,ekman_basic_emotions,19,0.471655181462,0.12671366111560303,0.39499246122073967
last_token_activation,ekman_basic_emotions,20,0.46750142236935066,0.13560100029048563,0.3839666892145894
last_token_activation,ekman_basic_emotions,21,0.4664238509540414,0.13317240680773104,0.38444951079492534
last_token_activation,ekman_basic_emotions,22,0.4648687414940257,0.12891444463686294,0.3856731348473693
last_token_activation,ekman_basic_emotions,23,0.4693377780593098,0.13341697420984314,0.3876383379921059
last_token_activation,ekman_basic_emotions,24,0.4587223791437164,0.1317107834918421,0.3766159816736615
last_token_activation,ekman_basic_emotions,25,0.46014758529939337,0.13427409291158346,0.37641647283466184
last_token_activation,ekman_basic_emotions,26,0.46190574140390556,0.13562798734507173,0.37747376046647796
last_token_activation,ekman_basic_emotions,27,0.45249949369630293,0.13901557072188744,0.3640994102962516
last_token_activation,ekman_basic_emotions,28,0.4315647120928538,0.1379307270534853,0.3406153011761346
last_token_activation,ekman_basic_emotions,29,0.44419089432278736,0.13636357632326543,0.3564316065885891
last_token_activation,ekman_basic_emotions,30,0.4524247622606669,0.13930815265165175,0.36379641630587833
last_token_activation,ekman_basic_emotions,31,0.44957291905754054,0.13729534432928217,0.3619750660618323
last_token_activation,go_emotions,0,0.16632942290421204,0.03208676075917996,0.13869286698705033
last_token_activation,go_emotions,1,0.16914497067787845,0.03238995337910666,0.14133277943563147
last_token_activation,go_emotions,2,0.18662119083865783,0.030371644891356946,0.1611437465953579
last_token_activation,go_emotions,3,0.18046264833084086,0.03402503920904481,0.15159565730553787
last_token_activation,go_emotions,4,0.1969437535839253,0.033836822599186196,0.1688192375779956
last_token_activation,go_emotions,5,0.2112612703456105,0.030438611680593957,0.18649944278252087
last_token_activation,go_emotions,6,0.21955786931394933,0.0349639506569108,0.19128188919231948
last_token_activation,go_emotions,7,0.23038468356116695,0.03334902031810947,0.20383330424792906
last_token_activation,go_emotions,8,0.23722234558857586,0.030249633477443413,0.21342885680293083
last_token_activation,go_emotions,9,0.2524341026879044,0.03201705714325922,0.22770757188566118
last_token_activation,go_emotions,10,0.27360261351628157,0.031961501756734956,0.24961932009735316
last_token_activation,go_emotions,11,0.281875057082944,0.03349168351308401,0.25699041522238414
last_token_activation,go_emotions,12,0.2877353121146136,0.03326433056318383,0.2632270532643892
last_token_activation,go_emotions,13,0.29301357877244294,0.035427879957413914,0.26704659347157633
last_token_activation,go_emotions,14,0.29357880466072067,0.032534509675342514,0.26982284907937976
last_token_activation,go_emotions,15,0.30202144272189113,0.03368181688300149,0.2776928247105126
last_token_activation,go_emotions,16,0.3042787771157811,0.03550706315576042,0.2786663371941581
last_token_activation,go_emotions,17,0.3042131468342065,0.03488732802441482,0.27906152994394107
last_token_activation,go_emotions,18,0.3039527042491829,0.032138528056021375,0.2808399590978807
last_token_activation,go_emotions,19,0.30186283143117343,0.03164615566463983,0.2790474549641507
last_token_activation,go_emotions,20,0.309085409576063,0.034193248839518846,0.28462439344749135
last_token_activation,go_emotions,21,0.308478478010647,0.033327226754081805,0.28463742734023156
last_token_activation,go_emotions,22,0.3067990124317407,0.034881373113855314,0.2817453023315895
last_token_activation,go_emotions,23,0.3113081659225025,0.032544289835515945,0.28814122771531514
last_token_activation,go_emotions,24,0.30156149999148363,0.034071101083460266,0.27692555757267556
last_token_activation,go_emotions,25,0.2944690172425543,0.034034640841424796,0.2696104719821283
last_token_activation,go_emotions,26,0.3052562421320367,0.03179592283112929,0.2824407846954475
last_token_activation,go_emotions,27,0.30064038725365344,0.03591984777466813,0.27458353837898836
last_token_activation,go_emotions,28,0.30507530172257463,0.03484220276857156,0.2799885155869551
last_token_activation,go_emotions,29,0.30332720061677604,0.03633449617416771,0.27705952260678113
last_token_activation,go_emotions,30,0.30579752547966704,0.03301699791950409,0.28209443906797393
last_token_activation,go_emotions,31,0.30058213809797396,0.03353756255267371,0.2763113859351152
last_token_activation,plutchik_wheel,0,0.2640283664993219,0.09319873301423327,0.1883870696971247
last_token_activation,plutchik_wheel,1,0.2644371843512137,0.09929580127335859,0.1833469670856665
last_token_activation,plutchik_wheel,2,0.2848513602949947,0.10604758323980736,0.2000148707055315
last_token_activation,plutchik_wheel,3,0.28183478226464703,0.10257386578993931,0.19975005144295038
