taxonomy_a,taxonomy_b,mean_corr,std_corr,ci_low,ci_high,shuffle_mean,shuffle_ci_high
ekman_basic_emotions,plutchik_wheel,0.22360979297937747,0.016259113700195296,0.19511078157064884,0.25734704992284335,0.0004958381705017296,0.023928904655143267
ekman_basic_emotions,go_emotions,0.12000603062071075,0.012859617188721027,0.09669895219142936,0.14387046868852543,0.0003597062655168189,0.019795490938376063
plutchik_wheel,go_emotions,0.24063415320282566,0.022954026548765463,0.1979769737961472,0.2889004779363315,-1.96420027389501e-05,0.026627418037947007
