taxonomy,layer,accuracy,macro_f1,mcc,imbalance_entropy,Anger_f1,Disgust_f1,Enjoyment_f1,Fear_f1,Neutral_f1,Sadness_f1,Surprise_f1,control_macro_f1,control_mcc,normalized_mcc,normalized_macro_f1,Admiration_f1,Amusement_f1,Annoyance_f1,Approval_f1,Caring_f1,Confusion_f1,Curiosity_f1,Desire_f1,Disappointment_f1,Disapproval_f1,Embarrassment_f1,Excitement_f1,Gratitude_f1,Grief_f1,Joy_f1,Love_f1,Nervousness_f1,Nostalgia_f1,Optimism_f1,Pride_f1,Realization_f1,Relief_f1,Remorse_f1,Anticipation_f1,Trust_f1
ekman_basic_emotions,0,0.4395957740009187,0.27737641886206493,0.2541022918061709,0.6951443955909257,0.21311475409836064,0.13592233009708737,0.560129659643436,0.1850828729281768,0.22132796780684105,0.5447014152571625,0.08135593220338982,0.12112675208123325,0.0012286247171215472,0.25318473611383674,0.17778407426877746,,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,1,0.4706017455213597,0.2955960159748695,0.27465519642886066,0.6951443955909257,0.20817843866171004,0.18181818181818182,0.5818858560794045,0.18066561014263074,0.21734795613160518,0.5801271328203412,0.11914893617021277,0.12303534407060342,-0.0007243163125952631,0.27518019523714254,0.19677038377491782,,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,2,0.48530087276067985,0.30159337646487344,0.2912099195690606,0.6951443955909257,0.2529182879377432,0.16091954022988506,0.6043076923076923,0.18120805369127516,0.24674022066198595,0.5791223404255319,0.0859375,0.13625677729765726,0.009696956813469266,0.2842695119362229,0.1914186934514372,,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,3,0.49104271933853927,0.30598983938525476,0.29961751317015495,0.6951443955909257,0.2569832402234637,0.1686746987951807,0.6044936903662665,0.2036727879799666,0.2769857433808554,0.5834996673320026,0.047619047619047616,0.12596451629033936,5.6105497015230925e-05,0.2995782156578241,0.20597026831317602,,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,4,0.5084979329352319,0.3122288700785467,0.3138701260916055,0.6951443955909257,0.3022774327122153,0.1038961038961039,0.6243161094224924,0.17235188509874327,0.26693629929221435,0.5946121389159363,0.12121212121212122,0.1310158598520439,-0.006381013421763994,0.3182205697864806,0.2085343124854372,,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,5,0.5367478180983004,0.3323079817128783,0.3480297025818188,0.6951443955909257,0.2786516853932584,0.13333333333333333,0.6601307189542484,0.18840579710144928,0.3070539419087137,0.61328125,0.1452991452991453,0.13367032426804226,0.004065448341544156,0.34536833135018413,0.22928645180832347,,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,6,0.5470831419384474,0.3416887254648054,0.3559249441096976,0.6951443955909257,0.2602739726027397,0.19718309859154928,0.6698141044555916,0.2058252427184466,0.2697576396206533,0.6285896617740906,0.16037735849056603,0.13469389924335742,0.006324417557370972,0.35182561867219,0.2392157249792266,,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,7,0.5592558566835094,0.35577245814755154,0.37533016060312646,0.6951443955909257,0.2909090909090909,0.21052631578947367,0.6832298136645962,0.22932330827067668,0.2926829268292683,0.6369467607440668,0.14678899082568808,0.13072061955420622,-0.002064734616106933,0.3766172804831957,0.25889471630850336,,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,8,0.5884244372990354,0.37442311221409996,0.41216153057582594,0.6951443955909257,0.2703962703962704,0.23076923076923078,0.7102639296187683,0.2644628099173554,0.3294367693942614,0.6653980336187758,0.15023474178403756,0.13434457401281422,-0.003346973671781446,0.4141224473195352,0.27733729956986325,,,,,,,,,,,,,,,,,,,,,,,,,
ekman_basic_emotions,9,0.5985300872760679,0.3903143082722905,0.4254559491468225,0.6951443955909257,0.36363636363636365,0.23376623376623376,0.7262147221414024,0.24390243902439024,0.31683168316831684,0.666030534351145,0.18181818181818182,0.13912585958660414,0.004088842115147977,0.42309708420838205,0.29178301088828673,,,,,,,,,,,,,,,,,,,,,,,,,
